timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Latency,IdleTime
1709906798395,1666,Schema,200,OK,Schema 1-1,text,true,,18096,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1664,0
1709906799255,856,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,856,0
1709906800163,907,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,906,0
1709906800031,2017,Topic with Attributes,200,OK,Topic with Attributes 6-1,text,true,,5860,1,8,https://qa-ford.emplifiknowledge.com/graphql,2017,0
1709906800957,793,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,792,0
1709906801976,1017,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1016,0
1709906803068,1091,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1090,0
1709906808733,8163,Topic with Attributes,200,OK,Topic with Attributes 6-1,text,true,,5789,1,8,https://qa-ford.emplifiknowledge.com/graphql,8163,0
1709906809142,11112,Topic with Category Values,200,OK,Topic with Category Values 7-1,text,true,,135973,1,8,https://qa-ford.emplifiknowledge.com/graphql,10726,0
1709906812364,9295,Schema,200,OK,Schema 1-1,text,true,,18098,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,9295,0
1709906813266,902,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,902,0
1709906814153,886,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,885,0
1709906814724,5987,Topic with Attributes,200,OK,Topic with Attributes 6-1,text,true,,5977,1,8,https://qa-ford.emplifiknowledge.com/graphql,5986,0
1709906815057,903,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,903,0
1709906815859,800,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,800,0
1709906816774,914,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,914,0
1709906817957,1182,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1181,0
1709906819369,1412,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1412,0
1709906820366,996,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,995,0
1709906820365,22327,Topic with Examples,200,OK,Topic with Examples 4-1,text,true,,455378,1,8,https://qa-ford.emplifiknowledge.com/graphql,21430,0
1709906821157,786,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,785,0
1709906822068,911,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,911,0
1709906822781,712,Schema,200,OK,Schema 1-1,text,true,,18096,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,711,0
1709906823763,981,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,980,0
1709906825171,1407,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1407,0
1709906825974,802,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,802,0
1709906826161,28139,Topic with Response Templates,200,OK,Topic with Response Templates 5-1,text,true,,5311349,1,8,https://qa-ford.emplifiknowledge.com/graphql,25148,0
1709906826524,28507,Topic with Labels,200,OK,Topic with Labels 3-1,text,true,,5311349,1,8,https://qa-ford.emplifiknowledge.com/graphql,26051,0
1709906827378,1403,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1403,0
1709906830234,15507,Topic with Attributes,200,OK,Topic with Attributes 6-1,text,true,,5980,1,8,https://qa-ford.emplifiknowledge.com/graphql,15507,0
1709906831120,33102,Topics,200,OK,Topics 2-1,text,true,,5311349,1,8,https://qa-ford.emplifiknowledge.com/graphql,30565,0
1709906831415,22241,Topic with Category Values,200,OK,Topic with Category Values 7-1,text,true,,171329,1,8,https://qa-ford.emplifiknowledge.com/graphql,21981,0
1709906831466,4086,Schema,200,OK,Schema 1-1,text,true,,18098,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,4085,0
1709906832680,1214,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1214,0
1709906833968,1287,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1287,0
1709906834864,895,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,895,0
1709906835768,903,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,902,0
1709906836864,1095,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1095,0
1709906838065,1201,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,1073,0
1709906838847,18427,Topic with Examples,200,OK,Topic with Examples 4-1,text,true,,195084,1,8,https://qa-ford.emplifiknowledge.com/graphql,18422,0
1709906838865,799,Schema,200,OK,Schema 1-1,text,true,,18097,1,8,https://qa-ford.emplifiknowledge.com/graphql/schema,799,0
